NAME	GSM136579	GSM136580	GSM136581	GSM136582	GSM136583	GSM136584	GSM136585	GSM136586	GSM136587	GSM136588	GSM136589	GSM136590	GSM136591	GSM136592	GSM136593	GSM136594	GSM136595	GSM136596	GSM136597	GSM136598	GSM136599	GSM136600	GSM136601	GSM136602	GSM136603	GSM136604	GSM136605	GSM136606	GSM136607	GSM136608	GSM136609	GSM136610	GSM136611	GSM136612	GSM136613	GSM136614	GSM136615	GSM136616	GSM136617	GSM136618	GSM136619	GSM136620	GSM136621	GSM136622	GSM136623	GSM136624	GSM136625	GSM136626	GSM136627	GSM136628	GSM136629	GSM136630	GSM136631	GSM136632	GSM136633	GSM136634	GSM136635	GSM136636	GSM136637	GSM136638	GSM136639	GSM136640	GSM136641	GSM136642	GSM136643	GSM136644	GSM136645	GSM136646	GSM136647	GSM136648	GSM136649	GSM136650	GSM136651	GSM136652	GSM136653	GSM136654	GSM136655	GSM136656	GSM136657
FOXA2	0.4218	0.2805	0.3394	-1.8153	-0.2221	0.011	1.9098	-0.8613	0.0102	0.9405	1.0785	0.2805	-1.321	-0.4791	-0.4838	-0.4284	1.1111	1.6087	0.7583	1.9196	-0.0058	0.2045	-0.0221	0.6665	-0.0026	-1.5995	-0.6492	0.829	-2.3207	-0.482	1.2431	1.179	1.8386	-1.9793	-0.0768	-0.4697	0.0615	-0.4122	0.2133	0.076	2.0191	1.3057	1.4395	0.3743	1.2744	-0.498	-0.403	0.6175	-0.4394	0.8373	-2.661	-1.8098	2.3388	0.6624	-0.1599	0.4218	-0.0095	-0.1719	0.9405	-0.6737	-0.1448	-1.5416	2.0398	-0.1832	0.2581	-0.263	0.7332	-0.1448	-0.6146	-0.032	-0.2394	0.0951	-0.5695	-0.6719	-2.3883	-0.1858	-2.1685	0.3496	-1.0211
FYN	0.2328	-2.076	-0.1377	-1.6292	-0.5603	-0.815	0.775	-0.1088	0.1831	0.8939	-0.3955	-0.2572	-0.379	0.1552	-0.7521	0.0365	0.4395	-4.0216	0.5072	-1.0605	0.2143	0.6644	0.1653	-1.2626	0.3157	0.1422	-1.2816	-1.7986	-0.6473	0.3815	-0.2675	-2.1151	-0.1457	0.1112	-2.2265	-1.0973	0.4186	-0.0465	-1.4554	-0.0604	1.472	-1.4154	1.2093	-0.1543	0.234	0.1103	0.5163	-0.6513	0.4411	-1.2202	1.0597	0.775	-0.8613	1.3279	-3.8939	-0.4709	0.1018	0.4656	-1.1277	0.0824	1.1937	-0.1955	-0.8358	0.317	0.4498	0.1583	0.4186	0.443	-0.1866	-0.6146	0.3223	-1.2069	-3.0631	0.0943	-2.279	-2.1151	-1.0455	0.1583	1.3607
RDH5	0.0615	-0.8222	-0.2044	-1.44	-0.1482	0.2411	0.7434	-0.445	-0.5103	-0.6011	-0.341	1.3751	-1.459	-0.6798	-0.0855	0.7005	-0.1923	-0.2861	-0.6278	0.2817	-0.0381	-0.4226	-0.0181	0.7655	1.0654	-0.7833	0.7804	0.5533	-0.6366	0.049	-0.2283	-0.1157	1.2722	-0.0181	0.2916	0.2964	0.9917	-0.3197	-0.1071	0.059	0.645	-0.3038	0.8799	0.6555	-0.4806	-1.4908	0.8261	1.4492	0.8697	-0.2212	-0.2479	0.2363	0.0933	-0.4531	-1.4242	0.0526	1.3519	1.24	-0.2581	0.3711	-0.2697	-0.1583	-0.1599	0.8753	0.8725	0.5723	-0.3241	0.6779	0.0507	0.275	0.7705	-0.5043	0.0126	0.3129	0.043	0.221	-0.4545	0.1881	-0.2988
CLCA1	1.1937	0.2978	-0.2445	2.9083	1.0654	-0.2675	0.1352	1.0023	0.8605	0.3337	-0.2321	-0.8917	5.1161	-0.2293	-0.1422	-0.0902	-0.2665	0.2666	-0.2747	0.3589	1.9098	0.4019	0.4587	0.1737	-0.0214	-0.1552	-0.6817	1.3112	-1.1937	2.941	1.0551	-0.1631	0.3984	-0.408	-0.2445	-0.7905	-0.2015	7.0573	-0.0188	-0.9168	0.3223	0.8373	-0.2125	-0.2077	5.2649	-0.0281	-0.0625	2.979	0.1139	2.4607	0.4656	-0.2116	5.2649	-0.0702	3.048	0.0323	7.0573	0.0999	1.2456	-0.5408	-0.1118	-0.5553	3.1033	-0.1182	-0.4284	-0.8246	-0.2707	0.1915	-1.0486	-0.3509	0.4604	0.133	6.0398	-0.1693	-0.7952	0.287	-1.3591	-0.2603	-0.1736
RPL39L	0.9687	-0.9584	1.1421	0.3406	-0.2804	-1.2428	-0.2804	-0.0073	-0.1567	0.1724	-0.4919	-0.4545	0.7934	0.5092	1.179	0.4604	-0.6146	0.0915	1.6592	-0.0281	-0.2997	-0.1874	-0.2066	-0.4587	0.1112	0.3912	-0.5735	0.6644	-0.9846	0.0141	1.3165	0.1483	0.4035	1.734	-0.4295	-0.2303	-0.2023	1.8571	-1.0686	0.6624	-0.3388	0.0598	-0.4764	1.1257	0.0533	1.4964	-0.045	2.2538	-0.2066	1.1681	2.8639	0.549	2.8741	0.3728	-0.498	-0.3038	0.0694	-0.0663	2.6565	-0.1659	1.6014	-0.8483	-0.2997	0.1464	-0.2572	-0.2851	-0.379	-0.0502	-1.3037	-0.5024	0.2774	-0.1955	3.9606	-0.0669	1.4826	1.6087	-0.8103	-0.2831	0.5418
SPAG1	0.9515	-0.946	2.4527	0.7528	-0.0973	-1.9865	-1.0577	0.6665	-1.2657	0.2198	3.0176	0.549	1.0947	-1.3554	-0.6569	-0.4573	0.5146	0.4673	0.5223	1.3193	0.9158	1.0811	-0.3497	0.7075	-1.5159	-1.2854	-0.4217	-0.1226	-0.1972	-0.0893	1.0252	1.2908	1.8691	-1.3554	-1.2461	0.2642	-3.7755	0.5109	0.6153	-3.0871	2.4439	0.8753	-1.1054	-0.3941	0.3157	2.0548	-1.6814	0.453	-1.0686	0.1692	1.0785	-1.3554	0.2737	0.3912	-0.5357	1.5855	-1.62	0.2964	2.5977	-1.4942	1.5677	-1.6292	-1.66	-1.5291	0.1714	-0.8715	1.7104	-0.8011	-0.5275	0.0606	-0.8807	1.9379	2.1486	-1.7237	2.8528	2.3877	0.9945	-1.5797	-1.3591
CCL11	0.4282	3.7544	-0.2221	1.3112	0.8181	-0.2257	0.4783	-0.2403	0.7911	1.7032	0.2615	-0.4254	1.5392	1.294	-0.3485	-0.1641	1.1504	-0.0081	3.6179	-0.1883	-0.2386	-0.1599	2.843	-0.3106	-0.3647	1.1531	-0.0685	-0.3465	2.0191	-0.4667	0.1473	0.1623	-0.057	0.6876	0.0422	0.8181	-0.3591	1.8998	-0.1049	1.1816	-0.5447	0.2817	0.3984	-0.5183	-0.0709	-0.2195	0.2411	0.2444	-0.1254	0.0075	0.0642	2.285	0.8083	-0.1457	1.4463	-0.08	0.2067	-0.0884	-0.0274	0.6684	-0.297	-0.1576	1.5603	-0.4226	-0.4355	0.8395	-0.2195	-0.2056	0.0979	1.2456	-0.0502	0.0265	-0.3123	-0.2186	0.417	-0.0563	1.0926	-0.442	-0.1063
ANXA10	2.4084	0.5765	-1.5896	1.6661	-1.746	2.1264	1.1085	-1.8667	-1.7928	-2.2893	-0.7647	2.1543	4.0031	-1.5248	-2.0203	3.9606	-2.0575	-1.0164	-2.1151	-1.3794	-1.9793	-2.0203	-1.8868	2.6261	2.4689	-2.044	2.0452	3.3089	1.4151	-2.0342	-1.5196	-2.49	-2.3548	2.5506	2.173	2.0139	2.5683	-1.5159	2.2538	3.5416	-0.189	-1.4869	-2.376	2.7563	-1.0886	0.7137	2.132	-0.445	2.542	-1.6707	-3.8939	-1.3245	-1.0455	-0.7626	1.6014	-0.7184	2.5097	2.428	-0.6859	3.1298	-1.7038	3.5694	-2.1504	2.2538	2.5977	2.5345	-2.1504	2.5577	4.0815	-2.2983	2.3388	-2.1035	2.941	2.5506	1.783	-2.366	2.196	2.7171	-1.7038
PLA2G4A	3.1033	0.4342	1.8302	-0.3229	0.5922	0.7267	3.6728	2.5879	-0.1301	-0.0595	-0.0524	-1.3362	2.268	1.179	0.0051	0.6934	1.7177	-1.2387	1.6403	-1.0455	2.0606	0.2291	-0.8778	-1.9959	-0.0524	0.4153	-0.8201	-0.9868	0.2678	1.1588	-1.0605	-0.6207	-1.0141	-1.7081	0.3465	-1.137	-0.3555	1.418	-2.3438	-0.0775	2.9197	-0.7879	-0.7202	-2.2172	4.2309	-0.586	-0.5823	-0.234	-0.1583	-0.427	-0.9553	1.4676	-0.1344	3.2692	-2.2363	-1.432	-0.3566	-0.475	1.6332	0.30620000000000003	1.3084	0.8234	1.4517	-0.3423	-1.4742	1.0654	-0.0265	-0.1702	2.6261	-1.2889	-0.2044	-0.427	1.5603	0.0255	-0.6352	-1.1744	3.0727	0.7031	1.4826
ART3	0.4639	-0.4342	0.1714	-0.2085	-0.0066	0.3236	-0.185	-0.1991	0.0133	0.5223	0.1412	-0.9018	1.7946	0.1503	-0.2792	-0.2988	2.7995	0.2222	-0.1501	0.7054	2.4221	0.9364	0.8991	-0.3057	0.383	-0.0813	-0.2842	0.1503	-0.2707	-0.1448	0.1701	2.2022	-0.1898	1.6214	0.9945	-0.1728	0.1562	4.7414	0.076	-0.5167	-0.0768	2.2725	-0.3028	0.0331	-0.0625	-0.0152	0.0095	0.2244	-0.2455	1.2482	-0.3578	-0.1728	0.1533	2.1599	-0.4056	0.1433	-0.3123	-0.1614	0.829	-0.366	0.2881	-0.0108	0.8656	-0.0335	-0.1607	0.2666	1.1278	-0.1914	-1.0832	0.7054	0.209	-0.0902	-0.6295	-0.3757	0.829	0.1412	1.8691	-0.2526	-0.3156
LILRB4	-0.1939	-0.2757	-0.5492	0.3091	2.428	-0.8483	-0.2922	0.3279	1.9907	1.2998	-0.2134	-0.5275	0.4203	1.7541	0.6343	-0.2842	0.5746	0.4411	1.8867	0.0224	0.0737	0.7409	1.6087	-0.7439	0.0273	0.9364	0.0422	-0.1781	0.0439	0.0824	1.6214	-0.1816	-0.1874	0.0777	-0.0129	0.2508	-0.4005	2.6365	-0.3345	1.1233	-0.0502	0.0481	0.1352	-1.2387	-0.1318	-0.8272	-0.14	-0.1728	-0.0973	0.0357	-0.3315	1.7984	-0.2675	0.2398	0.115	-0.552	0.0872	-0.5126	-0.305	0.0095	-0.2321	0.0102	0.115	0.1371	-0.2303	-0.0555	0.9541	0.1552	0.0897	-0.6223	-0.3635	0.443	-0.3624	-0.1422	-1.0832	-0.184	-1.0273	-0.8992	1.0127
NFATC1	0.6081	0.4055	0.0745	-0.3367	0.6644	-0.2765	0.0022	0.7583	1.1181	-0.2429	0.0824	-0.0444	0.2854	0.2854	0.8159	0.0668	-0.057	0.1422	0.8725	0.3743	0.3236	0.0216	1.1233	-0.5603	0.1412	0.2109	-0.2195	0.4248	-0.4204	-0.0108	1.2586	-0.0041	0.3769	-0.1591	-0.5647	-0.9144	0.0786	0.4566	-0.1719	-0.0465	-0.2077	-0.1552	0.1276	-0.3057	0.3605	-0.0595	-0.2274	0.0961	0.234	-0.0137	-0.4587	0.6153	0.8373	-0.1166	-0.3601	0.4086	-0.0861	-0.1576	0.0297	-0.1057	0.3912	-0.3106	0.4264	0.0824	-0.2168	-0.6401	1.4676	-0.0381	-0.3647	-0.2697	-0.3114	-0.111	-0.4545	-0.108	-0.1991	0.1871	-0.3825	-0.2821	3.1774
CXCL11	2.4221	0.9636	-0.8483	-2.1421	0.0288	-1.184	-0.5215	0.6277	-0.4517	2.0778	-0.5116	0.7844	5.2649	-0.0274	-0.3008	0.3117	-0.3825	1.4609	1.9328	-0.2429	0.0191	2.2615	-0.6817	-0.1207	1.1632	4.3428	-1.4824	-0.4627	0.5615	0.9998	-0.2804	0.318	-0.7905	1.9757	-0.1271	-1.0938	-0.4964	5.2649	0.3554	0.417	1.1022	4.274	-0.8055	-0.7354	-0.3067	-0.5073	-0.4709	-0.5275	-0.446	4.6686	0.4342	2.843	0.9044	-0.6047	3.8187	1.3407	-0.5275	0.0807	3.1605	-0.7004	-0.8405	4.1232	4.5705	-0.4394	-0.8941	-1.1812	2.9527	-0.566	1.2288	-0.7808	0.6708	2.428	-0.7879	-0.8297	1.4117	0.821	5.1161	-0.6401	-0.6737
GZMB	-1.0273	-1.2816	-0.9389	1.2212	-0.3635	2.1486	-0.5619	-1.2461	0.0807	1.6151	4.9776	-0.0955	1.0732	0.0456	2.9662	-1.5797	-1.0372	0.3207	4.4842	-0.1832	-1.5465	-0.0902	2.6075	0.4233	0.3627	1.9291	-1.432	-0.1301	-2.6288	2.6365	-1.2719	4.3428	2.4527	-0.7382	-1.7877	3.784	0.7655	2.5977	2.5345	1.1887	2.2022	0.6469	-0.552	-0.2612	-0.4487	3.1605	-0.0144	-0.2066	-0.1415	0.2281	2.9662	1.3222	1.253	3.7544	-2.4006	2.4439	-0.6064	-0.1326	2.4527	0.4548	-1.4056	-0.7736	-2.9934	-0.3474	1.8821	-1.9959	2.285	-0.1005	-2.2983	5.2649	-0.6451	0.0051	3.6987	-0.4408	1.8778	3.1473	-0.8128	1.8073	3.3291
C6	-2.6288	1.8571	-2.2613	3.4054	-1.2626	2.6464	-1.9558	-2.376	-2.4361	-2.7871	-1.0748	3.1774	0.6624	-2.7474	-2.49	2.7765	-2.7657	-0.2411	-2.5175	-2.2363	-2.3438	-2.661	-2.366	3.0341	2.6177	-2.49	3.2302	2.1028	2.686	-1.8265	-2.4113	-1.585	-2.7139	2.9662	2.5977	3.2881	3.1774	-2.6722	2.5977	3.0341	-0.408	-2.376	-1.8738	2.9936	-1.5797	1.766	3.4904	-1.1937	2.8193	-2.4006	-0.5215	-1.1552	-2.1877	1.4426	2.4221	0.3801	2.8741	2.9083	-2.2983	3.5416	-2.197	2.941	-0.1232	2.8313	2.5577	4.1645	-2.366	3.2302	3.1161	-1.0341	2.7171	-2.279	2.268	3.1298	1.9152	-3.0631	2.319	3.2302	-2.7139
PLP1	-0.0728	0.1103	0.0685	-0.5464	0.6828	-0.297	0.0349	0.0573	0.7804	0.2186	0.2827	-0.2312	0.1093	-0.0436	0.2631	0.0273	-0.0373	0.6318	-0.1261	0.6984	-0.0404	0.1642	0.1602	-0.1385	-0.0792	-0.2501	-0.1728	0.0422	-0.3555	0.2388	0.2482	0.4035	0.2222	-0.6385	-0.0855	-0.566	-0.1134	0.0694	-0.4435	-0.2293	0.0933	0.1103	-0.1088	-0.045	0.2244	0.4514	0.2067	0.4218	-0.0945	0.748	0.3091	0.1492	0.3614	0.2244	-0.2066	0.3711	-0.0902	0.0232	0.1037	-0.2195	0.3539	-0.6107	-0.0989	0.4132	0.112	0.2992	3.6728	0.0507	-0.2229	0.0999	-0.1182	0.2713	-0.3086	0.3141	0.0642	0.1572	-0.4627	-0.0095	0.0183
TFR2	-2.0272	1.8617	-1.0211	1.7984	-2.1685	1.9951	-3.4607	-2.085	-2.197	-2.3327	0.8083	2.2091	0.3895	-2.3207	-2.0134	2.4156	-2.4236	0.2006	-1.9865	-2.1254	-2.4006	-2.4113	0.4908	2.3257	2.4221	-2.5332	2.1146	1.9663	1.8344	-2.685	-2.2172	-0.6719	-2.685	2.0452	2.0778	2.5097	2.8099	-2.2079	2.3787	2.2615	0.0625	-1.0273	-1.6389	1.8867	-1.4441	1.1351	2.319	-0.7606	2.2222	-1.1521	-2.3438	-2.2684	-1.66	-0.4474	0.0526	-0.18	2.542	2.3787	-1.9089	2.5506	-1.8937	2.19	-0.1271	2.2725	2.0893	2.5269	-2.376	2.8193	2.0294	-3.0175	2.3449	-1.9865	1.3577	1.9379	1.5896	-2.0575	1.5004	1.6661	-2.1035
RTN1	0.0297	0.2235	0.3141	0.2067	-0.1126	0.1018	-0.1641	0.4587	1.1398	-0.2831	0.0718	0.0737	0.0769	1.0839	0.4888	-1.2001	-0.3812	-0.0144	2.2475	0.0786	-0.184	0.0273	1.0576	-0.3864	-0.1693	0.821	-0.0306	-0.2697	0.448	0.5703	0.2839	-0.0761	-0.0152	0.2678	0.0372	0.2455	-0.3262	0.5146	0.0036	0.4908	0.4264	-0.1239	0.4411	-0.3187	-0.0033	-0.3624	-0.1094	-0.2204	-0.0709	-0.3886	-0.0823	1.7032	-0.1088	0.1956	-0.2675	-0.3123	-0.1939	-0.4204	-0.102	-0.0167	0.2678	-0.0033	0.8753	0.059	-0.4394	-1.0486	0.1037	-0.2386	-0.1166	-0.0813	0.0331	-0.4355	1.156	-0.366	-0.2331	0.9568	-0.5748	0.4888	0.8656
IL1RAP	-0.4683	-2.685	-0.379	-0.4764	-0.2716	0.0265	-0.2239	-1.4196	-1.8153	-0.2526	1.5717	1.3487	-1.7081	-1.4056	-1.7134	2.1779	-1.5159	-0.5786	-1.3679	0.30620000000000003	-0.8632	0.1215	-1.9223	2.2222	1.707	-1.2202	2.3388	1.472	-2.3094	-0.6187	-1.5607	0.3104	3.0876	0.5357	0.5244	0.927	2.7171	-0.9724	2.3658	0.9592	-0.2774	0.1083	-1.0425	1.3607	-0.1923	1.0099	2.6365	0.0906	1.8867	-0.5342	-0.2195	-0.5647	1.4395	-0.1762	-0.7354	-1.6253	3.4904	1.9463	-1.0832	0.7773	-0.165	1.0947	-1.9495	1.9463	1.9951	2.3257	-0.5167	1.8528	1.0331	-1.7515	0.9891	1.5392	2.3313	3.0727	0.6318	0.7962	1.5493	0.5027	0.6005
CYP2B7P1	-0.0775	-0.7952	-0.2331	-1.4824	0.6081	0.5383	0.3845	-0.2257	-0.051	-0.1166	0.0752	0.1503	0.287	0.0349	2.0191	0.6759	-0.1914	0.0843	-0.1607	-0.0604	-0.4284	-0.2707	0.3019	0.6081	0.5317	-0.2792	0.7682	-0.2765	-0.7783	-0.3241	0.0824	0.1161	0.417	-0.2445	-0.4217	-0.4178	0.7606	-0.3695	0.6427	-0.5086	0.3141	0.2163	-0.2134	0.1009	0.3999	-0.0587	0.4725	0.6065	0.7226	0.3569	-0.1858	-0.2675	0.4086	-0.025	-0.7668	0.0824	1.6332	0.528	0.1541	0.3449	-0.1591	0.6934	-0.0335	0.6579	1.1986	0.0201	-0.408	0.549	-0.2685	0.2631	0.5765	0.0201	5e-4	-0.1972	0.9364	-0.1939	-0.0026	0.1276	0.2702
NAT8	-0.8076	1.3964	-0.2394	0.9215	-0.2479	2.6177	-0.6719	-1.0372	-1.1937	-0.8222	0.3757	2.2984	-0.3929	-0.7762	-0.8862	2.2538	-1.1145	-0.0831	-0.6678	-0.5805	-0.8128	-0.8755	-0.7972	0.6849	2.3877	-0.9314	1.7786	2.5977	-0.7137	-1.44	-0.8737	-0.2881	-0.8103	1.766	1.6214	1.2345	2.6565	-1.2202	1.9757	2.8943	0.3337	-0.054	-0.0736	2.2289	-0.3849	0.7934	4.0815	-0.0041	2.4084	-0.3008	-0.427	-0.8076	-0.0563	0.4118	0.4264	1.4207	2.0722	2.1264	-0.3875	2.1661	-0.9288	2.3388	0.0712	2.2289	2.5506	3.0876	-0.9898	2.8639	1.8655	-1.1054	2.8193	1.3112	0.7169	1.8691	1.7252	-0.4904	0.4604	3.4672	-0.9665
FHL1	-0.0876	-3.7239	-0.4178	0.2015	-0.3624	1.4676	-0.4308	-0.0188	0.1915	-0.0625	-1.0486	0.2482	-0.0694	2.19	0.6023	0.1422	-0.1071	-0.7158	-0.1392	-0.0719	3.2881	3.7256	1.7457	-0.3647	0.3641	0.4514	-0.4877	-1.436	0.1352	2.5506	-0.4408	-0.4573	-0.0669	-0.1501	0.186	0.0633	0.7267	0.5533	-1.0341	-0.0702	-0.9928	-0.7542	-0.6588	-0.0428	-0.4192	-1.0273	0.1623	-1.1521	0.1037	-0.3929	-0.866	0.9386	-0.3377	0.1894	0.8697	-1.1334	0.4856	0.4086	-0.4295	0.1161	-1.1145	1.9907	-0.1318	0.5877	0.1287	0.1956	1.097	0.4086	0.2235	-0.456	0.0951	-0.0861	-0.379	0.8819	0.4282	-0.7713	-1.9018	-0.1736	0.526
FHL1	0.0863	-3.4236	-0.7137	0.1454	-0.6513	1.0654	-0.6434	0.3507	0.4908	-0.0768	-1.1685	0.1541	-0.1607	1.5004	1.0099	0.1794	0.2015	-1.459	0.3496	-0.352	3.3089	3.4672	1.4577	-0.8807	0.3942	1.0811	-0.0167	-1.9495	0.6934	2.3388	-0.722	-1.5504	-0.4017	-0.6798	-0.475	-0.1392	0.7308	0.6961	-0.5309	-0.0531	-1.5607	-1.0036	-0.6207	-1.4664	-0.4331	-1.4992	-0.11	-1.5416	0.453	-0.6107	-1.2202	1.2149	-1.0577	-0.8076	0.2076	-1.3916	0.4991	0.4132	-0.7972	0.2642	-1.0016	2.1204	-0.9529	0.6624	0.252	-0.0989	1.6777	0.2375	0.0216	-0.3929	0.0126	-0.4573	-0.2007	0.8443	0.3104	-1.0211	-2.5577	-0.4764	0.1298
PDE4DIP	-0.1005	-1.1685	-0.2831	-0.1781	1.1816	-0.5342	-0.2104	0.7655	1.2177	0.2143	-0.1261	-0.0019	-0.1094	0.2328	-0.3465	0.065	1.0198	-0.2368	1.5174	-0.1591	3.2472	2.8741	0.9072	0.2163	0.4186	-0.2765	-0.1719	-0.4318	-0.4487	-0.0928	1.331	0.059	0.0232	-0.2283	-0.7563	-1.0886	0.397	0.7528	-1.1744	-0.0743	0.1433	0.0314	0.3077	0.0961	-0.0351	-0.3685	0.3129	0.6277	0.2133	-0.2321	-0.1166	0.3032	0.038	-0.566	-1.6092	-0.3388	0.5163	0.5128	-0.3388	0.0357	-0.3746	0.5965	-0.4005	0.1831	0.1602	0.1339	0.1926	0.4639	0.2109	-0.3875	-0.4408	0.1905	-0.7382	0.0642	-0.7879	0.829	-0.1883	-0.577	2.7874
MSX2	-0.0236	4.6686	-0.946	-2.1254	-0.5569	-1.2587	-0.3601	0.8868	0.2143	3.784	-1.5743	-2.9443	-0.7401	-0.0563	-0.9189	-0.3509	2.2415	-0.3294	1.6252	3.4672	2.5014	-0.7833	2.5014	-0.4192	-0.3388	0.2691	-2.8065	3.6987	1.1398	0.3743	0.0191	0.4086	-0.3335	2.3658	1.0947	2.7264	-0.2085	0.1412	0.1915	0.2398	2.9305	-0.2394	1.5104	0.4218	-0.2376	3.8187	-0.3768	0.0795	-0.2175	3.1605	-1.3847	0.0141	2.6075	-1.4121	-0.1301	-0.3156	-0.4241	-0.4295	2.4156	-0.4499	-0.2195	0.3522	1.9802	-0.482	0.2737	0.4587	1.2998	-0.2922	-1.5159	2.7874	0.1682	3.2692	1.8176	-0.6352	0.0526	0.2318	2.1543	1.5746	-0.165
GZMH	-0.179	0.0297	-0.3695	-1.4701	0.1769	0.0331	0.1769	-0.251	1.1351	-0.67	-0.0981	-0.0963	0.3047	1.3057	1.1839	0.2559	-0.1352	-0.1948	2.1599	-0.2851	-0.6333	-0.0752	0.0297	-0.4487	0.5146	0.495	0.0095	0.3192	-0.0823	-0.14	0.528	-0.1874	-0.305	0.2398	0.2398	-0.1415	0.5877	2.7765	0.0676	0.8868	0.7169	-0.102	-0.5748	-0.9211	-0.0678	-1.2098	0.431	0.7962	0.3522	0.9917	-0.2851	2.7995	0.1311	-0.2368	-0.3367	3.784	0.2422	-0.0342	-0.0081	0.8627	-0.5695	0.3117	0.0507	0.1806	0.5825	-0.7287	-0.179	0.3999	-0.5447	-0.8435	0.3942	-0.3294	-1.1246	0.2281	-0.9632	-0.4226	0.011	0.1473	-0.2015
C8G	-1.4024	2.2984	-0.7952	1.4964	-0.6434	1.3874	-0.6027	-1.2556	-1.3992	-1.2854	0.1371	2.268	0.1028	-1.1812	-1.6756	1.7541	-1.4664	0.0685	-1.4664	-1.0772	-1.4284	-1.5948	-1.6253	2.0548	2.2475	-1.4742	1.5642	2.9662	1.4933	-1.7748	-1.2495	-0.7382	-1.1277	2.2222	1.8176	2.4689	2.7874	-1.5291	1.9992	2.6565	0.6735	-1.1334	-1.2889	1.8571	-0.6187	0.8799	2.2475	-0.6085	1.9907	-0.6836	-0.291	-0.7354	-0.6451	-0.0587	0.7457	0.3141	2.196	2.4084	-0.9437	2.9305	-1.2387	1.8998	-0.5421	2.196	2.4607	2.1843	-1.4908	2.7374	1.8302	-1.2001	2.4842	-1.3722	1.7001	2.0548	1.0706	-0.9756	2.132	1.6151	-1.1116
AGXT	-1.6042	1.4933	-1.6042	1.9555	-0.9724	3.0341	-1.0315	-1.4742	-1.5995	-1.6933	-0.3635	2.5786	0.2642	-1.2854	-1.1492	2.1843	-1.5416	-0.341	-1.9636	-0.9288	-1.6992	-1.7134	-0.9529	3.2142	3.2302	-1.4664	2.3521	3.1033	1.593	-1.7184	-1.3075	-1.2933	-1.4056	2.5786	2.2091	1.9703	3.3291	-1.6992	2.436	2.0498	0.3253	-1.2626	-2.1421	2.3127	-0.4517	1.0175	2.6686	-0.0743	2.4156	-0.9211	-2.197	-1.0087	-0.5433	0.0863	0.4378	0.1653	4.1645	2.6464	-1.0401	2.196	-1.4441	2.2222	-0.0066	3.0727	3.1605	2.9936	-1.7184	3.2472	2.4527	-2.685	3.6179	-1.7184	1.6916	2.5183	1.2562	-1.6253	1.179	2.0191	-1.2687
AGXT	-2.1787	1.3751	-2.5453	2.0139	-1.66	3.6987	-1.4121	-1.6814	-1.9636	-1.8098	-0.485	3.3089	0.4118	-2.3327	-2.3883	3.0582	-2.5175	-0.0159	-2.044	-1.4942	-2.197	-2.0272	-1.7631	3.5416	3.4442	-1.6868	2.941	3.784	1.8821	-2.2613	-1.9721	-1.861	-2.9246	2.3877	2.5879	2.5183	3.2302	-1.916	2.6075	2.4221	0.5146	-1.6933	-2.6722	2.6365	-0.7521	0.8234	2.8847	-0.4284	2.5577	-1.5196	-1.1744	-1.4441	-1.3479	0.1503	0.0598	-0.2056	4.274	2.7264	-1.5797	2.6365	-1.9865	2.5269	0.1541	3.1605	3.1774	3.7256	-2.4113	3.9606	2.4156	-2.1341	3.9176	-1.8468	2.1028	2.5879	1.4297	-2.3883	1.3607	2.0548	-1.8324
GNMT	-0.3757	-0.586	-0.366	0.9158	0.6624	3.7256	0.0043	-0.3875	-0.0719	-0.2736	0.011	2.9197	-0.9263	-0.1473	-0.0876	3.0341	-0.5938	0.1266	-0.6417	0.4019	-0.514	-0.6064	0.257	5.6898	6.5181	-0.2931	5.1161	2.6365	-1.2719	-0.6366	-0.1607	0.2964	0.5637	1.403	2.9936	2.1204	3.3468	-0.6366	2.2091	0.5723	0.6684	0.0439	-0.2774	1.9463	0.829	0.1083	4.1232	1.6403	3.784	-0.1525	-0.7584	-0.2842	-0.0595	-0.4487	-1.2202	-0.1832	5.2649	3.784	-0.1042	0.7528	-0.3096	1.637	-0.2125	2.9527	4.1645	2.428	-0.688	4.4842	1.5425	-0.1448	4.0815	-0.3635	2.5345	3.2302	1.7702	-0.2949	0.9891	1.2637	-0.1948
MS4A1	0.4342	-0.2125	-0.0236	-2.0342	0.0022	0.3365	0.495	-0.08	0.0412	-0.3252	-0.0388	0.436	-0.3156	2.285	1.3577	0.0191	-0.2581	-0.0702	-0.0214	0.0141	-0.1809	-0.1552	-0.2077	-0.0073	0.2455	-0.0159	-0.179	-0.1583	0.0906	2.7463	0.6065	0.4264	0.1815	-0.0732	0.1663	0.0357	-0.1439	0.3926	0.1321	1.3454	0.4765	0.0232	-0.1591	-0.2821	0.436	0.0216	-0.0436	1.4426	0.1653	0.1244	0.1623	0.528	0.3418	0.275	-0.1898	2.1843	0.0288	0.1045	0.4691	0.2433	0.0372	-0.5391	-0.1607	0.1412	-0.0313	-0.1832	-0.5479	0.1244	-0.552	-0.2612	0.0745	-0.1118	-0.0784	0.2328	-0.617	0.0051	0.1445	-0.0502	0.059
